Price,Open,High,Low,Vol.,Change %
1129.9,1141.8,1143.8,1110.1,69470.0,-1.04
1188.7,1129.9,1201.6,1130.5,92360.0,5.21
1190.5,1188.7,1201.2,1173.2,59750.0,0.15
1180.8,1190.5,1198.2,1166.7,33180.0,-0.82
1204.3,1180.8,1215.1,1174.0,45350.0,2.00
1206.7,1204.3,1214.9,1194.8,40010.0,0.20
1220.7,1206.7,1229.6,1195.8,37400.0,1.16
1212.5,1220.7,1225.5,1207.4,44780.0,-0.67
1176.2,1212.5,1218.7,1150.3,66050.0,-3.00
1177.3,1176.2,1195.4,1162.2,47220.0,0.10
1177.0,1177.3,1194.8,841.5,28390.0,-0.03
1176.8,1177.0,1188.0,1166.7,18930.0,-0.02
1194.0,1176.8,1203.0,1172.8,46480.0,1.46
1206.1,1194.0,1213.9,1191.1,52750.0,1.01
1215.2,1206.1,1218.2,1194.1,43350.0,0.76
1238.1,1215.2,1246.6,1210.7,55200.0,1.88
1249.6,1238.1,1257.0,1235.6,41340.0,0.93
1240.9,1249.6,1257.0,1215.8,43820.0,-0.70
1249.1,1240.9,1256.2,1223.1,42610.0,0.66
1248.2,1249.1,1256.4,1234.9,38540.0,-0.08
1264.3,1248.2,1272.6,1244.2,43890.0,1.29
1286.6,1264.3,1309.2,1263.0,58910.0,1.77
1332.9,1286.6,1346.8,1285.3,61770.0,3.60
1329.6,1332.9,1356.2,1287.6,77570.0,-0.25
1336.3,1329.6,1343.7,1314.2,40970.0,0.50
1351.9,1336.3,1358.9,1309.7,40640.0,1.17
1415.8,1351.9,1448.7,1342.8,100440.0,4.73
1445.9,1415.8,1471.1,1394.8,70010.0,2.13
1485.6,1445.9,1496.4,1424.1,81720.0,2.74
1516.8,1485.6,1609.8,1437.1,136710.0,2.10
1507.8,1516.8,1588.1,1485.0,120380.0,-0.59
1545.3,1507.8,1560.4,1503.9,59600.0,2.49
1554.4,1545.3,1572.9,1495.2,71360.0,0.59
1664.5,1554.4,1667.7,1552.9,107230.0,7.08
1697.5,1664.5,1757.4,1620.0,127230.0,1.98
1752.3,1697.5,1766.2,1665.0,89680.0,3.23
1819.3,1752.3,1864.8,1741.5,109010.0,3.82
1686.4,1819.3,1822.5,1641.2,109340.0,-7.31
1763.7,1686.4,1770.5,1594.6,75470.0,4.59
1772.6,1763.7,1802.8,1736.1,40640.0,0.50
1708.9,1772.6,1776.7,1656.8,80240.0,-3.59
1729.3,1708.9,1752.6,1653.7,75540.0,1.19
1801.3,1729.3,1842.8,1704.0,94620.0,4.16
1881.0,1801.3,1980.5,1791.1,73100.0,4.42
1962.0,1881.0,1969.7,1875.3,98760.0,4.31
2040.2,1962.0,2048.4,1944.4,89860.0,3.98
2044.2,2040.2,2094.9,1980.1,78780.0,0.20
2124.4,2044.2,2264.8,1998.6,174380.0,3.92
2272.6,2124.4,2286.3,2110.8,114180.0,6.97
2445.3,2272.6,2497.0,2263.3,149260.0,7.60
2307.2,2445.3,2781.8,2210.5,248440.0,-5.65
2244.9,2307.0,2616.5,2051.4,191490.0,-2.70
2052.4,2244.9,2322.4,1868.6,222950.0,-8.57
2189.0,2052.4,2300.5,2051.1,125000.0,6.66
2278.2,2189.0,2337.4,2117.3,92240.0,4.07
2192.6,2278.2,2329.3,2147.1,120960.0,-3.76
2303.3,2192.6,2330.6,2168.4,117750.0,5.05
2412.6,2303.3,2460.8,2303.3,122700.0,4.75
2492.6,2412.6,2494.0,2385.6,83030.0,3.31
2545.4,2492.6,2582.8,2449.9,70960.0,2.12
2524.1,2545.4,2559.8,2478.2,59480.0,-0.84
2705.0,2524.1,2705.4,2523.9,86690.0,7.17
2870.5,2705.0,2931.2,2699.7,192230.0,6.12
2691.5,2870.5,2880.9,2626.6,122680.0,-6.24
2798.8,2691.5,2808.4,2623.6,95420.0,3.99
2811.4,2798.8,2852.1,2786.1,67050.0,0.45
2900.3,2811.4,2914.2,2807.4,86520.0,3.16
2973.4,2900.3,2977.9,2867.3,83030.0,2.52
2656.8,2973.4,2985.1,2483.6,217960.0,-10.65
2713.0,2656.8,2784.8,2647.4,116740.0,2.12
2467.3,2713.0,2803.7,2349.0,174190.0,-9.06
2442.5,2467.3,2521.6,2125.6,262790.0,-1.01
2508.6,2442.5,2536.4,2335.3,117210.0,2.71
2655.1,2508.6,2690.7,2454.8,95950.0,5.84
2539.6,2655.1,2676.0,2488.6,92000.0,-4.35
2616.8,2539.6,2617.8,2518.8,81830.0,3.04
2754.4,2616.8,2800.5,2614.0,111300.0,5.26
2677.6,2754.4,2804.4,2624.4,116030.0,-2.79
2722.8,2677.6,2757.3,2623.2,78300.0,1.69
2710.4,2722.8,2759.7,2699.5,56940.0,-0.46
2590.1,2710.4,2741.6,2540.4,86960.0,-4.44
2541.6,2590.1,2660.7,2472.4,86970.0,-1.87
2446.1,2541.6,2584.8,2327.3,165830.0,-3.76
2583.8,2446.1,2585.1,2309.6,159260.0,5.63
2577.7,2583.8,2616.9,2490.1,110420.0,-0.23
2558.4,2577.7,2605.9,2526.5,75320.0,-0.75
2480.6,2558.4,2576.3,2469.5,73000.0,-3.04
2424.6,2480.6,2529.6,2387.5,66320.0,-2.26
2536.5,2424.6,2555.3,2375.9,67760.0,4.61
2572.5,2536.5,2617.5,2506.3,83420.0,1.42
2617.3,2572.5,2658.7,2570.0,80680.0,1.74
2627.9,2617.3,2642.7,2562.0,89720.0,0.40
2614.2,2627.9,2634.8,2581.8,60160.0,-0.52
2513.9,2614.2,2617.5,2484.7,90450.0,-3.84
2564.9,2513.9,2568.7,2480.6,54510.0,2.03
2511.4,2564.9,2576.7,2509.6,39160.0,-2.08
2344.0,2511.4,2530.3,2271.8,123800.0,-6.67
2324.3,2344.0,2412.8,2265.5,146630.0,-0.84
2403.1,2324.3,2424.8,2262.1,109520.0,3.39
2362.4,2403.1,2436.7,2335.0,88170.0,-1.69
2234.2,2362.4,2370.5,2165.4,114410.0,-5.43
1975.1,2234.2,2237.1,1974.0,155320.0,-11.60
1914.1,1975.1,2044.4,1809.0,189640.0,-3.09
2233.4,1914.1,2233.8,1913.8,176890.0,16.68
2320.2,2233.4,2400.7,2164.6,202620.0,3.89
2282.6,2320.2,2412.4,2243.1,154320.0,-1.62
2866.0,2282.6,2932.8,2282.1,310340.0,25.56
2675.1,2866.0,2874.0,2622.5,193760.0,-6.66
2836.5,2675.1,2876.7,2658.6,121920.0,6.04
2756.6,2836.5,2856.7,2675.6,108230.0,-2.82
2763.4,2756.6,2798.9,2715.7,83010.0,0.25
2582.6,2763.4,2779.1,2472.6,205880.0,-6.54
2559.2,2582.6,2631.7,2441.5,135500.0,-0.90
2691.9,2559.2,2712.9,2547.7,103830.0,5.18
2806.8,2691.9,2843.8,2683.6,138910.0,4.27
2733.5,2806.8,2812.1,2699.4,84490.0,-2.61
2766.5,2733.5,2773.1,2621.7,82720.0,1.21
2883.3,2766.5,2916.3,2723.1,91120.0,4.22
2747.0,2883.3,2946.0,2659.6,123170.0,-4.73
2720.5,2747.0,2773.8,2668.9,81820.0,-0.96
2810.0,2720.5,2822.9,2717.6,68100.0,3.29
2878.5,2810.0,2892.7,2779.5,68760.0,2.44
3262.8,2878.5,3344.0,2875.9,159400.0,13.35
3232.0,3262.8,3295.1,3166.5,60660.0,-0.94
3401.9,3232.0,3425.1,3198.5,88110.0,5.26
3429.4,3401.9,3494.9,3357.1,106940.0,0.81
3348.8,3429.4,3437.1,3251.0,97060.0,-2.35
3425.7,3348.8,3453.8,3322.9,71000.0,2.30
3654.4,3425.7,3706.5,3409.8,97560.0,6.68
3871.6,3654.4,3967.3,3611.4,123590.0,5.94
4062.6,3871.6,4189.4,3847.3,158590.0,4.93
4327.9,4062.6,4336.7,3978.9,128460.00000000001,6.53
4161.7,4327.9,4436.5,3837.1,211580.0,-3.84
4387.4,4161.7,4398.1,3938.6,112900.0,5.42
4278.9,4387.4,4487.5,4194.1,127480.0,-2.47
4105.4,4278.9,4362.7,3978.3,144400.0,-4.06
4150.5,4105.4,4189.7,3957.5,113720.0,1.10
4066.6,4150.5,4182.3,4034.4,70160.0,-2.02
4005.1,4066.6,4097.3,3966.9,90650.0,-1.51
4089.7,4005.1,4142.7,3612.2,169140.0,2.11
4141.1,4089.7,4255.6,4070.5,96650.0,1.26
4318.4,4141.1,4364.1,4111.7,72360.0,4.28
4364.4,4318.4,4461.7,4292.6,82900.0,1.07
4352.3,4364.4,4379.3,4263.3,46160.0,-0.28
4345.8,4352.3,4408.2,4321.1,42520.0,-0.15
4390.3,4345.8,4403.1,4195.2,75490.0,1.03
4597.3,4390.3,4647.8,4350.2,100800.0,4.71
4583.0,4597.3,4644.1,4491.8,68470.0,-0.31
4735.1,4583.0,4765.1,4580.1,72290.0,3.32
4921.9,4735.1,4925.2,4690.2,102010.0,3.94
4573.8,4921.9,4976.5,4448.6,160770.0,-7.07
4612.9,4573.8,4719.8,4397.7,102820.0,0.86
4267.5,4612.9,4621.0,4098.6,170400.0,-7.49
4409.1,4267.5,4496.7,4004.6,158410.0,3.32
4618.7,4409.1,4660.0,4401.5,110930.0,4.75
4635.6,4618.7,4690.5,4493.2,70530.0,0.37
4326.5,4635.6,4699.6,4130.9,180360.0,-6.67
4335.1,4326.5,4402.1,4185.3,77090.0,0.20
4245.9,4335.1,4338.1,4032.1,108080.0,-2.06
4217.9,4245.9,4364.4,4134.6,88760.0,-0.66
4158.9,4217.9,4387.8,4075.0,107040.0,-1.40
3870.3,4158.9,4174.6,3752.0,186540.0,-6.94
3243.1,3870.3,3930.7,3219.0,317590.0,-16.21
3713.8,3243.1,3824.4,2979.9,448550.0,14.51
3698.9,3713.8,3893.7,3551.8,169360.0,-0.40
3689.6,3698.9,3796.6,3485.8,96070.0,-0.25
4100.3,3689.6,4122.8,3689.0,147930.0,11.13
3908.0,4100.3,4120.7,3852.2,123220.0,-4.69
3882.2,3908.0,4053.0,3846.8,86650.0,-0.66
3617.3,3882.2,3912.8,3576.5,145130.0,-6.82
3600.8,3617.3,3753.5,3505.8,114720.0,-0.45
3788.0,3600.8,3813.4,3563.2,67820.0,5.20
3667.5,3788.0,3790.9,3633.9,49660.0,-3.18
3932.8,3667.5,3971.5,3665.7,100200.0,7.23
3892.7,3932.8,3982.3,3858.8,63250.0,-1.02
4212.2,3892.7,4232.4,3882.1,117600.0,8.21
4195.6,4212.2,4274.6,4112.9,92230.0,-0.39
4172.8,4195.6,4237.5,4030.4,97800.0,-0.54
4360.6,4172.8,4383.3,4164.3,67490.0,4.50
4403.1,4360.6,4412.6,4258.3,60580.0,0.97
4401.3,4403.1,4477.4,4364.7,71200.0,-0.04
4314.2,4401.3,4436.0,4230.7,81870.0,-1.98
4218.7,4314.2,4355.3,4183.6,64080.0,-2.21
4321.4,4218.7,4365.8,4143.4,63610.0,2.44
4371.9,4321.4,4422.1,4296.9,61690.0,1.17
4435.8,4371.9,4472.9,4319.5,40200.0,1.46
4611.7,4435.8,4622.9,4419.4,71370.0,3.97
4777.5,4611.7,4875.4,4556.1,110190.0,3.59
4763.4,4777.5,4930.0,4722.8,98490.0,-0.30
4824.2,4763.4,4874.9,4718.6,70480.0,1.28
5432.6,4824.2,5432.6,4815.0,163920.0,12.61
5637.3,5432.6,5852.8,5392.0,215020.0,3.77
5824.7,5637.3,5839.6,5568.9,76220.0,3.33
5688.1,5824.7,5862.7,5448.2,101640.0,-2.34
5759.3,5677.4,5795.3,5576.1,61360.0,1.25
5598.6,5759.3,5773.3,5521.1,65640.0,-2.79
5575.8,5598.6,5601.3,5114.9,122020.0,-0.41
5698.6,5576.7,5737.4,5517.6,83060.0,2.20
5993.1,5698.6,6075.3,5611.4,123860.0,5.17
6006.6,5993.1,6187.2,5874.5,112940.0,0.23
5982.9,6006.6,6070.6,5723.0,105030.0,-0.40
5903.6,5982.9,6049.0,5644.2,137140.0,-1.32
5513.1,5903.6,5904.6,5463.4,143740.0,-6.62
5734.0,5513.1,5748.0,5375.6,105840.0,4.01
5887.6,5734.0,5970.4,5689.9,93680.0,2.68
5764.6,5887.6,5997.8,5692.3,83930.0,-2.09
5726.6,5764.6,5871.0,5654.8,53230.0,-0.66
6147.5,5726.6,6295.4,5679.4,163060.0,7.35
6124.3,6147.7,6226.2,6019.0,78620.0,-0.38
6451.2,6124.3,6467.2,6090.8,101250.0,5.34
6737.8,6449.1,6738.7,6355.0,133190.0,4.44
7024.8,6737.8,7339.9,6737.8,238800.0,4.26
7152.1,7024.8,7445.6,6938.9,154890.0,1.81
7363.8,7147.0,7492.2,6957.8,106600.0,2.96
7389.5,7363.8,7599.4,7284.3,105730.0,0.35
6959.2,7389.5,7429.7,6934.7,159690.0,-5.82
7102.8,6959.3,7222.4,6957.8,101050.0,2.06
7444.4,7102.2,7869.1,7027.0,220220.0,4.81
7129.6,7444.4,7457.1,7040.8,126770.0,-4.23
6565.8,7129.6,7319.0,6406.0,222000.0,-7.91
6339.9,6565.8,6821.5,6197.9,135720.0,-3.44
5878.1,6339.9,6490.5,5493.6,269830.0,-7.28
6522.5,5878.1,6760.1,5828.3,178340.0,10.96
6597.1,6522.5,6728.6,6419.2,96500.0,1.14
7283.2,6597.1,7330.1,6596.9,131120.0,10.40
7853.7,7283.0,7964.6,7119.2,133940.0,7.83
7700.0,7853.7,8000.2,7534.7,117350.0,-1.96
7780.9,7700.0,7857.5,7458.9,74380.0,1.05
8042.6,7781.0,8100.9,7675.4,68620.0,3.36
8244.7,8042.6,8294.1,7947.3,75700.0,2.51
8100.0,8245.9,8368.4,7819.1,115450.0,-1.76
8234.5,8099.9,8304.4,8091.6,65810.0,1.66
8013.4,8234.5,8266.5,8012.4,68010.0,-2.69
8200.8,8013.4,8332.9,7900.2,73000.0,2.34
8754.7,8203.5,8762.0,8153.7,84670.0,6.75
9318.4,8754.6,9474.6,8746.6,85890.0,6.44
9733.2,9318.4,9733.6,9316.8,106900.0,4.45
9906.0,9732.6,9969.6,9638.2,87760.0,1.78
9837.9,9906.0,11417.8,8938.7,233330.0,-0.69
9946.8,9848.0,10689.1,9023.8,187010.0,1.11
10861.5,9947.1,10942.8,9420.9,131920.0,9.20
10912.7,10861.5,11175.2,10715.5,86830.0,0.47
11246.2,10912.7,11851.1,10578.4,122130.0,3.06
11623.9,11244.2,11624.6,10917.8,93170.0,3.36
11667.1,11624.4,11901.9,11486.1,89690.0,0.37
13749.6,11667.1,13843.2,11661.8,191580.0,17.85
16850.3,13750.1,16879.3,13401.6,297110.0,22.55
16047.6,16868.0,17294.8,13906.1,286760.0,-4.76
14843.4,16048.2,16313.2,13151.5,181980.0,-7.50
15059.6,14840.0,15783.2,13031.0,201620.0,1.46
16732.5,15060.5,17399.2,15024.6,159730.0,11.11
17083.9,16733.3,17560.7,16254.5,132850.0,2.10
16286.8,17083.9,17268.0,15669.9,155410.0,-4.67
16467.9,16286.8,16941.1,16023.6,107920.0,1.11
17604.8,16467.9,17987.0,16442.2,153650.0,6.90
19345.5,17594.1,19587.7,17318.5,112170.0,9.89
19065.7,19346.6,19870.6,18750.9,117410.0,-1.45
18972.3,19065.7,19221.1,18114.4,139250.0,-0.49
17523.7,18971.2,19022.0,16812.8,174540.0,-7.64
16462.0,17521.7,17813.6,15642.7,227680.0,-6.06
15632.1,16461.1,17301.8,14953.0,163740.0,-5.04
13665.0,15632.1,15823.7,10875.7,466980.0,-12.58
14396.5,13665.0,15493.2,13356.1,170170.0,5.35
13790.0,14396.6,14413.7,12166.5,182420.0,-4.21
13833.5,13790.0,14467.4,13010.7,107480.0,0.32
15756.6,13830.2,16094.7,13748.5,143140.0,13.90
15416.6,15757.0,16514.6,14534.7,138710.0,-2.16
14398.7,15416.3,15505.5,13466.1,170370.0,-6.60
14392.6,14398.5,15109.8,13951.1,118880.0,-0.04
12531.5,14392.1,14461.5,11962.1,182070.0,-12.93
13850.4,12532.4,14241.8,12359.4,111270.0,10.52
13444.9,13850.5,13921.5,12877.7,78430.0,-2.93
14754.1,13444.9,15306.1,12934.2,137730.0,9.74
15156.6,14754.1,15435.0,14579.7,106540.0,2.73
15180.1,15156.5,15408.7,14244.7,110970.0,0.15
16954.8,15180.1,17126.9,14832.4,141960.0,11.69
17172.3,16954.8,17252.8,16286.6,83930.0,1.28
16228.2,17174.5,17184.8,15791.1,79010.0,-5.50
14976.2,16228.3,16302.9,13902.3,142450.0,-7.71
14778.5,14976.2,15324.6,14613.4,71400.0,-1.32
15043.0,14778.5,15045.4,13613.1,87070.0,1.79
13535.4,15046.7,15109.1,13048.3,167810.0,-10.02
13886.7,13529.2,14176.4,13410.0,82370.0,2.60
14292.2,13896.0,14640.7,13888.2,61140.0,2.92
13695.2,14291.9,14446.1,13094.7,85120.0,-4.18
13697.5,13695.5,14396.6,13475.4,73270.0,0.02
11362.0,13704.4,13711.0,10050.7,317100.0,-17.05
11192.3,11357.7,11769.6,9271.3,361800.0,-1.49
11245.4,11202.0,12004.7,10660.2,242450.0,0.47
11580.2,11229.6,11973.2,10901.5,170740.0,2.98
12858.9,11579.2,13082.2,11567.3,143900.0,11.04
11594.9,12857.1,12860.2,11164.5,206960.0,-9.83
10864.8,11597.5,11970.9,10136.8,201730.0,-6.30
10903.2,10869.0,11438.0,10056.6,188370.0,0.35
11452.3,10899.4,11549.5,10584.5,136060.0,5.04
11203.0,11439.9,11740.9,10983.8,181810.0,-2.18
11118.1,11203.1,11655.3,10389.4,253910.0,-0.76
11467.5,11118.0,11621.7,10908.4,163490.0,3.14
11795.1,11471.2,12112.7,11433.3,154630.0,2.86
11244.8,11794.9,11888.1,11119.0,137420.0,-4.67
10166.0,11244.5,11277.2,9917.7,264720.0,-9.59
10265.4,10166.3,10397.7,9742.2,208470.0,0.98
9181.1,10266.2,10303.0,8789.2,358400.0,-10.56
8893.2,9179.8,9201.4,7915.8,519400.0,-3.14
9241.1,8894.4,9506.9,8249.3,248710.0,3.91
8222.2,9241.5,9382.1,7932.1,280940.0,-11.03
6938.5,8220.8,8383.2,6651.9,593890.0,-15.61
7701.2,6939.3,7896.2,5996.6,886880.0,10.99
7594.7,7693.8,8536.5,7196.6,445620.0,-1.38
8164.2,7595.1,8489.9,7595.1,296100.0,7.50
8699.8,8163.6,8735.6,7784.6,233940.0,6.56
8559.6,8697.3,9066.6,8172.2,263530.0,-1.61
8081.9,8559.7,8564.2,7843.7,236200.0,-5.58
8903.5,8083.6,8984.9,8083.6,238670.0,10.17
8539.2,8906.2,8942.7,8378.0,195870.0,-4.09
9476.3,8542.6,9500.0,8541.6,246880.0,10.97
10037.3,9475.6,10206.8,9348.5,291280.0,5.92
10178.7,10031.3,10294.3,9707.7,206440.0,1.41
11073.5,10177.3,11095.9,10070.9,224760.0,8.79
10398.8,11073.7,11271.6,10137.2,288910.0,-6.09
11169.4,10396.6,11250.5,10324.8,215200.0,7.41
11238.7,11169.7,11791.5,11119.9,267560.0,0.62
10473.0,11240.9,11289.7,10252.2,327140.0,-6.81
9841.7,10470.1,10930.2,9743.9,316630.0,-6.03
10170.4,9840.6,10419.1,9597.8,271500.0,3.34
9704.3,10163.8,10506.1,9394.5,239160.0,-4.58
9585.2,9703.1,9860.3,9330.1,196490.0,-1.23
10285.1,9590.9,10378.4,9410.3,235940.0,7.30
10594.4,10287.8,10867.2,10120.5,202580.0,3.01
10333.9,10584.4,11070.7,10303.4,215220.0,-2.46
10904.5,10335.1,11047.8,10248.7,188770.0,5.52
10827.7,10904.5,11167.0,10677.1,201690.0,-0.70
11402.3,10822.5,11420.7,9585.5,172200.0,5.31
11416.5,11402.8,11490.3,10878.4,156400.0,0.12
11330.6,11415.7,11506.9,11281.2,162110.0,-0.75
10675.1,11314.2,11316.4,10412.0,230650.0,-5.78
9902.9,10779.0,10899.0,9422.1,284540.0,-7.23
9300.0,9910.7,10109.0,9037.0,256260.0,-6.09
9217.0,9301.9,9420.5,8351.0,371460.0,-0.89
8762.0,9216.2,9500.0,8691.1,198730.0,-4.94
9529.6,8732.2,9719.6,8516.4,266590.0,8.76
9137.4,9535.8,9892.2,8804.1,257910.00000000003,-4.12
9154.9,9138.7,9482.0,8875.1,239460.0,0.19
8210.6,9154.9,9353.4,7958.5,305450.0,-10.32
8264.4,8210.2,8427.0,7691.7,326530.0,0.66
8289.2,8264.3,8604.8,7929.1,236130.0,0.30
7874.9,8198.0,8344.8,7760.2,208050.0,-5.00
8201.2,7873.2,8283.6,7323.3,348020.0,4.14
8616.8,8200.9,8698.3,8127.7,316960.0,5.07
8912.6,8614.1,9039.6,8326.8,253440.0,3.43
8905.9,8912.4,9173.4,8775.1,218190.0,-0.08
8726.2,8903.7,9096.2,8499.1,223010.0,-2.02
8916.8,8725.3,8917.0,8305.6,210110.0,2.18
8547.4,8917.3,9008.8,8523.6,177430.0,-4.14
8473.2,8549.1,8679.0,8392.2,149520.0,-0.87
8143.5,8474.0,8515.7,7865.9,247180.0,-3.89
7801.7,8146.5,8218.3,7760.6,223100.0,-4.20
7954.9,7803.0,8110.4,7754.5,167360.0,1.96
7129.2,7955.2,7980.7,6954.9,348750.0,-10.38
6853.7,7132.4,7288.1,6603.8,417310.0,-3.86
6938.2,6856.5,7221.5,6804.9,245300.0,1.23
6825.2,6939.1,7047.7,6460.1,257529.99999999997,-1.63
7068.4,6825.4,7121.3,6787.6,199310.0,3.56
7424.2,7067.2,7519.3,7032.9,230800.0,5.03
6808.9,7423.8,7432.9,6726.9,239510.0,-8.29
6782.0,6808.7,6918.2,6592.5,221700.0,-0.40
6624.3,6783.7,6859.7,6523.4,174900.0,-2.33
6905.7,6624.5,7071.9,6616.1,177100.0,4.25
7030.5,6905.9,7113.4,6903.9,132510.0,1.81
6781.9,7035.7,7192.5,6633.2,241190.0,-3.54
6854.8,6782.6,6899.5,6671.6,134230.0,1.08
6962.1,6855.6,6988.6,6818.4,142070.0,1.56
7926.6,6963.3,8009.6,6779.3,398300.0,13.85
7887.4,7926.9,8228.0,7756.6,296950.0,-0.49
8004.4,7891.1,8180.2,7839.3,164710.0,1.48
8363.6,8004.6,8411.5,8004.6,160260.0,4.49
8070.0,8362.2,8412.9,7908.5,197700.0,-3.51
7908.6,8070.0,8171.7,7852.8,162590.0,-2.00
8178.4,7908.5,8227.6,7895.3,163260.0,3.41
8290.8,8179.0,8303.7,8126.7,155080.0,1.37
8867.0,8292.3,8926.2,8224.5,225960.0,6.95
8923.1,8867.0,9027.7,8614.5,206010.0,0.63
8806.7,8923.6,9022.3,8766.5,161890.0,-1.30
8952.8,8809.3,9001.0,8785.3,147540.0,1.66
9645.3,8952.7,9734.8,8937.0,260790.00000000003,7.73
8873.1,9645.0,9753.1,8768.1,395670.0,-8.01
9287.0,8874.5,9303.6,8669.8,248390.0,4.67
8940.9,9282.8,9386.3,8920.2,184910.0,-3.73
9352.4,8940.8,9428.9,8895.5,199780.0,4.60
9415.1,9352.2,9565.1,9182.8,184720.0,0.67
9245.1,9415.8,9456.7,9135.4,156830.0,-1.80
9074.9,9245.1,9245.1,8851.0,173350.0,-1.84
9243.2,9076.8,9265.7,8991.9,137480.0,1.85
9749.7,9244.2,9809.4,9171.4,201180.0,5.48
9708.6,9747.6,9800.9,9549.0,161550.0,-0.42
9853.5,9709.5,9992.8,9691.3,158450.0,1.49
9656.4,9859.6,9957.7,9446.7,150950.0,-2.00
9431.6,9651.1,9675.6,9204.2,165080.0,-2.33
9196.4,9373.9,9404.4,9079.8,157450.0,-2.49
9319.1,9194.9,9377.9,8988.0,147890.0,1.33
9025.7,9319.2,9393.3,9013.4,152710.0,-3.15
8408.3,9026.0,9028.7,8359.6,270620.0,-6.84
8459.5,8409.6,8646.1,8184.1,210870.0,0.61
8693.5,8489.1,8758.4,8330.0,149800.0,2.77
8674.1,8693.4,8878.3,8305.1,212050.0,-0.22
8477.0,8674.0,8842.1,8436.5,179620.0,-2.27
8344.4,8477.0,8496.4,8120.1,188030.0,-1.56
8063.0,8344.6,8458.7,8022.3,154360.0,-3.37
8245.7,8064.4,8273.6,7939.8,150320.0,2.27
8245.1,8244.7,8389.1,8153.2,107890.0,-0.01
8529.0,8243.9,8580.4,8184.7,113760.0,3.44
8403.3,8529.5,8550.6,8375.5,115520.0,-1.47
8006.0,8403.8,8414.5,7979.3,137510.0,-4.73
7512.3,8005.7,8047.4,7467.6,237600.0,-6.17
7592.9,7512.3,7736.6,7293.4,211110.0,1.07
7477.7,7593.9,7653.4,7355.6,161820.0,-1.52
7361.3,7478.5,7619.3,7331.5,103070.0,-1.56
7366.7,7361.9,7411.8,7267.5,103290.0,0.07
7119.3,7367.3,7446.9,7090.6,152290.0,-3.36
7467.7,7119.3,7533.0,7069.8,186970.0,4.89
7400.1,7469.2,7565.2,7306.8,140370.0,-0.91
7502.6,7400.8,7611.9,7355.0,144520.0,1.39
7530.8,7502.5,7610.4,7375.8,135920.0,0.38
7646.6,7530.8,7694.5,7467.9,121180.0,1.54
7729.3,7646.6,7775.0,7611.3,116680.0,1.08
7504.3,7729.3,7759.9,7468.4,141010.0,-2.91
7631.5,7507.4,7672.6,7391.0,145230.0,1.69
7661.0,7631.5,7699.1,7504.4,130660.0,0.39
7697.8,7661.0,7754.7,7657.7,124000.0,0.48
7622.1,7697.9,7710.5,7556.9,112880.0,-0.98
7515.8,7622.1,7689.0,7493.3,97560.0,-1.40
6775.1,7515.8,7516.3,6668.1,275690.0,-9.85
6885.9,6775.2,6910.8,6657.2,174880.0,1.64
6558.2,6885.9,6887.2,6476.0,178260.0,-4.76
6312.3,6558.5,6624.6,6129.1,237480.0,-3.75
6647.1,6312.3,6711.5,6283.6,201540.0,5.30
6410.3,6647.3,6655.8,6395.7,143530.0,-3.56
6505.8,6410.0,6564.2,6358.0,108790.0,1.49
6460.3,6505.8,6593.0,6452.1,90670.0,-0.70
6719.8,6460.5,6794.5,6410.9,135700.0,4.02
6752.4,6719.8,6839.5,6681.5,120540.0,0.49
6765.4,6752.3,6812.7,6575.1,121480.0,0.19
6728.0,6765.8,6797.5,6695.1,99290.0,-0.55
6055.7,6728.2,6739.7,5955.0,278220.0,-9.99
6167.3,6055.2,6259.0,6032.8,142900.0,1.84
6154.6,6167.9,6248.3,5785.3,240600.0,-0.21
6256.6,6155.1,6331.2,6101.7,210690.0,1.66
6082.1,6256.9,6267.7,6060.0,176660.0,-2.79
6154.9,6081.1,6187.3,6025.4,133420.0,1.20
5883.5,6154.9,6178.4,5854.0,156050.0,-4.41
6213.3,5883.2,6284.9,5818.5,206960.0,5.61
6398.9,6213.4,6498.5,6204.0,189330.0,2.99
6366.8,6398.5,6445.1,6284.7,128509.99999999999,-0.50
6619.5,6349.1,6680.0,6275.0,179920.0,3.97
6513.5,6618.6,6676.6,6513.5,150190.0,-1.60
6598.4,6513.8,6774.5,6442.3,143040.0,1.30
6546.5,6598.0,6693.6,6466.1,166180.0,-0.79
6617.7,6546.5,6638.2,6458.3,132690.0,1.09
6765.5,6617.7,6805.9,6531.1,114570.0,2.23
6714.8,6765.4,6784.0,6694.3,267600.0,-0.75
6667.1,6715.1,6793.8,6637.7,289480.0,-0.71
6307.2,6668.4,6686.8,6291.5,315270.0,-5.40
6389.1,6307.2,6409.7,6296.6,243820.0,1.30
6250.6,6389.1,6389.4,6088.8,289240.0,-2.17
6230.2,6250.8,6333.8,6144.5,233220.0,-0.33
6254.8,6229.5,6313.5,6192.5,243710.0,0.40
6362.9,6254.8,6399.6,6238.5,180670.0,1.73
6729.9,6362.8,6749.2,6344.1,312120.0,5.77
7322.0,6729.8,7453.2,6666.0,337750.0,8.80
7383.6,7321.6,7581.2,7249.3,333320.0,0.84
7477.5,7383.9,7558.4,7288.8,247250.0,1.27
7339.4,7477.6,7683.6,7292.0,258850.00000000003,-1.85
7408.7,7339.3,7460.8,7223.5,160770.0,0.95
7412.3,7409.0,7575.3,7343.7,204160.0,0.05
